event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
2026W38-FIN-002,2026-09-16,2026-09-16,Europe,Financing,Commercial_Space,EnduroSat,EnduroSat融资2.05亿美元扩充卫星量产能力,融资由Riot Ventures和Atreides Management共同领投，用于美国制造设施及欧洲空间防务基地；约1美元/GB是公司目标而非已实现价格。,EnduroSat,Company,https://www.endurosat.com/news/endurosat-raises-205m-to-scale-next-generation-space-fleets/,Watch,企查查境内/境外原始清单,4,4,4,4.0,A,卫星平台量产扩张影响算力载荷平台供给；制造计划与实际产能分开核验。,Yes,卫星平台量产扩张影响算力载荷平台供给；制造计划与实际产能分开核验。,评估卫星平台量产对算力载荷搭载周期和采购价格的影响。,核对新制造设施投产、交付节拍及已签订单。,企查查日期9月17日；采用公司一手公告9月16日。；三类检索审计见fin-overseas-stage4-audit.json；检索完成不等于事实已获公司确认。,Yes
2026W38-US-TECH-SUP-001,2026-09-16,2026-09-16,US,Technology,Chip;AI,NVIDIA,NVIDIA公布Vera Rubin NVL72首次MLPerf推理测试结果,在MLPerf Inference v6.1预览提交中，Vera Rubin NVL72在Qwen3-VL最高吞吐量为GB300 NVL72的3.7倍、DeepSeek-R1为2.5倍；另披露四机柜288 GPU扩展测试达99%效率。,NVIDIA,Company,https://blogs.nvidia.com/blog/vera-rubin-nvl72-mlperf-inference/,Watch,,3,5,4,3.8,A,外圈：新一代推理基准提高地面性能成本参照，星载方案需说明功耗与场景差分，预览不代表量产。,Yes,外圈：新一代推理基准提高地面性能成本参照，星载方案需说明功耗与场景差分，预览不代表量产。,更新地面推理性能参照，避免使用旧GPU基准夸大在轨计算相对优势。,跟踪量产交付、整机功耗及同模型同精度第三方复测。,预览组基准结果不是量产交付；倍数限定对应模型与场景，不能外推全负载。,Yes
2026W38-FIN-OVC-001,2026-09-17,2026-09-17,US,Financing,Space_Compute;Commercial_Space,TigerByte Cyber,TigerByte披露300万美元种子轮，扩产卫星与航空边缘安全系统,公司宣布由Hale Capital Partners领投、Tenon VC参与的300万美元种子轮，用于硬件安全技术扩产；披露累计政府合同超过700万美元，并提及空间边缘计算研究合同。,TigerByte Cyber,Company,https://tigerbytecyber.us/press-releases/tigerbyte-cyber-advances-ai-security-for-mission-critical-environments,Watch,,5,3,4,4.2,A,硬件安全融资直接涉及卫星通信及空间边缘计算，历史在轨演示不能再记为本周成果。,Yes,硬件安全融资直接涉及卫星通信及空间边缘计算，历史在轨演示不能再记为本周成果。,将卫星与空间边缘硬件安全纳入产品验证和潜在合作名单。,跟踪政府空间边缘合同的交付范围、扩产进度和新增客户。,3月在轨验证及8月演示均为历史背景，不另计本周科技事件；700万美元为合同总额，不是本轮融资。 阶段2事实候选，尚未评级；高金额和拟正文项仍需逐公司三类来源查询审计。；三类检索审计见fin-overseas-stage4-audit.json；检索完成不等于事实已获公司确认。,Yes
2026W38-US-POL-007,2026-09-17,2026-09-18,US,Policy,Commercial_Space;AI,美国太空军Mission Delta 2,太空军披露商业与军事空间跟踪数据融合原型计划,负责人在AMOS会议期间说明拟另建原型软件环境，融合商业快速观测与军方高精度数据，计划秋季启动最小可用产品。,Breaking Defense,Industry_Media,https://breakingdefense.com/2026/09/space-force-to-prototype-new-software-to-fuse-commercial-military-space-tracking-data/,A_Active,,4,3,4,3.7,A,商业与军方空间观测融合原型直接指向空间数据处理、软件接口和低延迟协同需求；仍为原型计划，非上线能力。,Yes,商业与军方空间观测融合原型直接指向空间数据处理、软件接口和低延迟协同需求；仍为原型计划，非上线能力。,跟踪上述链路对应的许可、接口与采购边界，不将政策计划当成交付能力。,跟踪正式文本、征询反馈、后续招标/合同或执行细则。,事件为9月17日访谈中公布计划；软件尚未上线。,No
W38-TECH-CN-002,2026-09-17,2026-09-17,China,Technology,AI;Chip,华为,华为发布昇腾960 NPO超节点及灵衢互联系统架构,华为在全联接大会发布4096卡昇腾960 NPO超节点和分层灵衢互联设备，并披露鲲鹏、昇腾及存储协同计算架构。公司给出的960DT和960PR就绪计划分别为2027年第一季度、第三季度。,华为,Company,https://www.huawei.com/cn/news/2026/9/hc-ascend960-supernode,Watch,https://www.huawei.com/cn/news/2026/9/hc-wang-keynote;https://www.huawei.com/cn/news/2026/9/hc-lingqu-agent-ai,3,5,4,3.8,A,外圈：互联架构与国产AI芯片路线图影响地面算力成本基准，不等同星载适用或当周交付。,Yes,外圈：互联架构与国产AI芯片路线图影响地面算力成本基准，不等同星载适用或当周交付。,更新地面算力基准，比较互联和存储约束而非仅比较卡数。,核对960DT/PR交付节点及第三方整机能耗测试。,事件是发布架构与路线图，不是芯片当周交付；性能、节能和全球首个均是公司口径。合并同日王涛及杨超斌相关发布，避免产品拆分重复。,Yes
W38-TECH-CN-S1,2026-09-17,2026-09-17,China,Technology,Commercial_Space,炎和科技;天仪;快舟十一号,天仪51、52星发射，柔性钙钛矿组件启动在轨验证,9月17日10时40分，快舟十一号遥三发射天仪51、52星。炎和科技柔性钙钛矿组件随天仪52星入轨，启动空间环境适应性与性能监测，重点验证电学、连接可靠性和力学性能。,科技日报,Industry_Media,https://www.stdaily.com/web/gdxw/2026-09/17/content_582973.html,A_Active,,4,3,4,3.7,A,关键能源：柔性钙钛矿上星启动耐空间环境验证，可能影响载荷供电质量和比功率。,Yes,关键能源：柔性钙钛矿上星启动耐空间环境验证，可能影响载荷供电质量和比功率。,把柔性电源纳入算力载荷功率预算备选，但不预设空间寿命优势。,跟踪功率衰减、连接可靠性与热循环遥测。,正文明确发射日期；验证启动而非已验证成功，长期稳定性仍待数据。合并发射与组件搭载，不另计同次发射事件。关闭旧pending钙钛矿来源。,No
2026W38-QCC-FIN-011,2026-09-18,2026-09-18,China,Financing,Commercial_Space,深蓝航天,企查查收录深蓝航天B+轮融资记录,企查查境内清单记录：小型液体运载火箭研发商；轮次B+轮，披露金额约20亿元。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,4,4,4,4.0,A,可复用运载资本投入影响载荷部署成本；融资轮次存在数据库与媒体差异，明确以企查查线索展示。,Yes,可复用运载资本投入影响载荷部署成本；融资轮次存在数据库与媒体差异，明确以企查查线索展示。,跟踪低成本可复用运载供应，但融资仅按企查查线索展示。,补公司或投资方融资原文，核对轮次、金额及交割日。,日期依据企查查记录，并非已核实交割日。raw_id=1f6a0a881d8d8c7118a9ee75d9b773c2；原表零基行号=34。公开来源状态待核实；不得据此表述公司已经公开确认。；三类检索审计见fin-domestic-stage4-audit.json；检索完成不等于事实已获公司确认。；现有搜索召回工商股东变更及约20亿元融资线索；未发现已落盘可信可读原文确认本轮金额、完成时间。工商变更不等于本周融资交割。,No
2026W38-US-POL-004,2026-09-18,2026-09-18,US,Policy,Commercial_Space,SDA,SDA发布T3导弹预警跟踪地面入口项目招标,RMWT LEO GEPs项目范围涵盖全球多处分散地面入口站点、通信设施、天线、光终端及网络软件集成；投标截止11月2日。,SDA,Official,https://www.sda.mil/sda-requests-proposals-for-resilient-missile-warning-and-tracking-rmwt-low-earth-orbit-leo-ground-entry-points/,S_Core,,4,4,4,4,A,分布式地面入口、光终端与网络软件为轨道传感数据建立处理分发链路，是明确政府需求与投标机会。,Yes,分布式地面入口、光终端与网络软件为轨道传感数据建立处理分发链路，是明确政府需求与投标机会。,跟踪上述链路对应的许可、接口与采购边界，不将政策计划当成交付能力。,跟踪正式文本、征询反馈、后续招标/合同或执行细则。,招标发布，不是合同已授予。,
2026W38-US-TECH-006,2026-09-18,2026-09-18,US,Technology,Commercial_Space;Chip,NASA;ISS,ISS完成MIYOKA无铅焊接实验本周最后一轮,Anil Menon完成MIYOKA无铅焊接实验最后一轮，将元件焊接到电路板；样品计划返地与相同地面焊接样品比较，以研究在轨电子制造与维修。,NASA,Official,https://www.nasa.gov/blogs/spacestation/2026/09/18/week-ends-with-soldering-lunar-simulations-and-cargo-mission-preps/,S_Core,,4,3,4,3.7,A,关键在轨制造：电子焊接实验关联轨道设备维修能力，样品回地对照仍待结果。,Yes,关键在轨制造：电子焊接实验关联轨道设备维修能力，样品回地对照仍待结果。,关注在轨电子维修对设备寿命和补给成本的潜在影响。,等待回地样品与地面对照的焊点性能结果。,9/14–18连续日记合并一条；不将实验操作写成性能验证已成功。,
2026W38-QCC-FIN-056,2026-09-14,2026-09-14,China,Financing,Chip,康芯威,企查查收录康芯威B+轮融资记录,企查查境内清单记录：嵌入式存储主控芯片及存储模组研发商；轮次B+轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=39f6f2b1c5da0c04f29a612ab9b934b1；原表零基行号=216。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-057,2026-09-14,2026-09-14,China,Financing,Chip,鑫精诚传感器,企查查收录鑫精诚传感器B轮融资记录,企查查境内清单记录：传感器制造商；轮次B轮，披露金额数亿元。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=255bd60dea249227030040de1fed59ae；原表零基行号=219。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-058,2026-09-14,2026-09-14,China,Financing,Chip,智汇芯联,企查查收录智汇芯联A+轮融资记录,企查查境内清单记录：集成电路芯片设计服务商；轮次A+轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=e7875e7b9077aec42111724c2529caf5；原表零基行号=225。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-059,2026-09-14,2026-09-14,China,Financing,Commercial_Space,京济通信,企查查收录京济通信A轮融资记录,企查查境内清单记录：宇航防务技术提供商；轮次A轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=45df959059d099965ec659a04aa16d64；原表零基行号=229。公开来源状态待核实；不得据此表述公司已经公开确认。；搜索摘要写D轮，企查查原表A轮；轮次冲突未解决。没有可信可读原文支撑本轮融资。,No
2026W38-QCC-FIN-060,2026-09-14,2026-09-14,China,Financing,Chip,深圳庸行科技,企查查收录深圳庸行科技A轮融资记录,企查查境内清单记录：氧化物半导体材料研发商；轮次A轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=47d3568d07191100a801a70f4e1e0aa6；原表零基行号=230。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-062,2026-09-14,2026-09-14,China,Financing,Chip,鼎声微电,企查查收录鼎声微电A轮融资记录,企查查境内清单记录：汽车电阻制造商；轮次A轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=f4eabdf86386b3d26e6f504e4a2b6097；原表零基行号=239。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-063,2026-09-14,2026-09-14,China,Financing,Chip,睿为技术,企查查收录睿为技术A轮融资记录,企查查境内清单记录：超高速锗光电探测器芯片与光接收模组研发商；轮次A轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=fac310b3577773ec3f1c12c8db22d924；原表零基行号=240。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-064,2026-09-14,2026-09-14,China,Financing,Chip,芯弦半导体,企查查收录芯弦半导体Pre-A+轮融资记录,企查查境内清单记录：车规级电控专用芯片及解决方案提供商；轮次Pre-A+轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=e5ddbbf3615ceca513c0e2bd0fdd9f60；原表零基行号=241。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-065,2026-09-14,2026-09-14,China,Financing,Chip,晋成半导体,企查查收录晋成半导体Pre-A轮融资记录,企查查境内清单记录：集成电路探针卡研发生产商；轮次Pre-A轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=9ea315dfa301dc3e0136779a2a186231；原表零基行号=242。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-066,2026-09-14,2026-09-14,China,Financing,Chip,芯光界,企查查收录芯光界天使+轮融资记录,企查查境内清单记录：光互连技术服务商；轮次天使+轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=3d27e6552dbbd243b5b6cb1c7ae39b33；原表零基行号=244。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-067,2026-09-14,2026-09-14,China,Financing,Chip,导感光电,企查查收录导感光电天使轮融资记录,企查查境内清单记录：光电子器件制造商；轮次天使轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=188bd5dc91cf107defd4fe5430bb6667；原表零基行号=245。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-068,2026-09-14,2026-09-14,China,Financing,Chip,微路智能,企查查收录微路智能天使轮融资记录,企查查境内清单记录：AI推理芯片研发商；轮次天使轮，披露金额数千万元。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=33cceea1bdcb58ebc74de523bc196512；原表零基行号=247。公开来源状态待核实；不得据此表述公司已经公开确认。,No
2026W38-QCC-FIN-069,2026-09-14,2026-09-14,China,Financing,AI,量巡科技,企查查收录量巡科技天使轮融资记录,企查查境内清单记录：新一代计算平台研发商；轮次天使轮，披露金额未披露。该记录尚未取得公开原文交叉确认。,企查查（境内）,Database,N/A,Manual,,3,3,3,3.0,B,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,Database_Only,保留融资库明细；在正文融资占比不超过30%的约束下，优先保留主航道、金额与公开验证更强条目，本条因篇幅配额压减。,,,日期依据企查查记录，并非已核实交割日。raw_id=7ade196b064baddd29c1b4edd0159300；原表零基行号=249。公开来源状态待核实；不得据此表述公司已经公开确认。,No
