event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
2026W36-FIN-002,2026-09-04,2026-09-04,China,Financing,Commercial_Space,氦星光联,氦星光联完成超5亿元A2轮融资,卫星激光通信设备研制商；融资轮次：A2轮；原始披露金额：超5亿元；原始币种：CNY；人民币换算：500000000.00；美元换算：73760455.54；投资方：雄安基金，武汉高科产投，毅岭资本，钰湖资本，湘江信成，天泓投资，创享投资，吉富创投，赛特威尔控股有限公司，苏州康润星投资有限公司。,界面新闻,Mainstream_Media,https://www.jiemian.com/article/15055808.html,Watch,https://www.qcc.com/product/56e475ce682b4b018dbade280d747094.html,4,4,4,4.00,A,A级；相关性、产业影响与新颖性按本周可验证事实评分。,Yes,资本进入星座、链路、空间能源或在轨计算载体，可能改变载荷资源与部署节奏。,优先核验融资用途、技术成熟度、战略投资方与客户绑定。,补齐公开融资来源，并跟踪资金到账、产品验证、订单与发射计划。,来自企查查domestic清单；商业航天、卫星、火箭、遥感或空间基础设施；1 USD=6.7787 CNY；汇率日期：2026-09-04；来源：Xinhua/CFETS central parity: https://english.news.cn/20260904/955a385334194d30aa7a1c8cc8493fa7/c.html；公开来源披露为A2轮超5亿元；据此修正初始A+轮标签。,qcc_crosscheck+public_source_completed
2026W36-PUB-020,2026-09-04,2026-09-04,China,Policy,Commercial_Space,国家无线电办公室,国家无线电办公室启动卫星网络国内协调第三方评估,"各卫星操作单位:为进一步优化卫星网络国内协调流程,着力提升行政效能,根据《卫星网络国内协调管理办法(暂行)》(以下简称《办法》)有关工作要求,我办于2026至2027年度试行开展卫星网络国内协调第三方机构评估工作。有关事项通知如下:一、第三方机构遴选为提高卫星网络国内协调第三方机构评估工作质效,前期,我办组织向社会公开遴选了一批具备相应专业能力的卫星网络国内协调第三方机构,形成了推荐名单,供需要开展和完成卫星网络国内协调的双方卫星操作单位(以下简称协调双方)选取(机构名单详见附件)。二、适用条件根据《办法》第二十六条规定,对于协调要求不合理、协调标准不明确、技术分析有争议、频率兼容结论不明晰等问题,经反复协调磋商无法达成一致的,协调双方可以通过第三方机构评估的方式完成协调。三、评估程序(一)选取第三方机构根据《办法》,协调双方的任一方可提请第三方机构进行评估,由我办组织在符合业务类型的第三方机构推荐名单中随机抽选;或协调双方协商一致,在第三方机构推荐名单中选定一家进行评估,并报告我办。协调双方应签署认可第三方机构评估结果的承诺书,并与第三方机构签署委托合同,合同中应明确评估事项、评估时限、权利义务、商业秘密保护等相关内容。(二)开展评估工作第三方机构基于双方提供的相关卫星网络资料、无线电业务系统参数、已开展的兼容分析报告等材料,根据卫星网络国内协调有关规定及评估业务类型开展评估工作。第三方机构评估适用的技术指标、分析方法等,应符合我国无线电管理有关规定、标准规范等要求,并参考国际电信联盟《无线电规则》及相关建议书、报告书。评估工作时长一般不超过1个月,对于复杂系统之间的兼容分析,如干扰仿真场景、用频设备类型、技术参数设置较多的,评估工作时长可适当延长,一般不超过2个月。(三)评估成果运用评估工作应形成合法合规、逻辑清晰、数据准确、模型合理、结论明确的评估报告,其内容一般包",miit.gov.cn,Official,https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_261b0fdb80544c128ba8bcc03f417ce2.html,S_Core,https://www.miit.gov.cn/zwgk/zcjd/art/2026/art_4cf34cacb543476fb5048b4ed9fea3d6.html;https://wap.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_261b0fdb80544c128ba8bcc03f417ce2.html;https://wap.miit.gov.cn/gyhxxhb/jgsj/wxdgljgjwxdbgs/zcfg/zcjd/art/2026/art_fb71f868c7484d3cb260c627a9c42c8c.html,4,4,4,4.00,A,A级；相关性、产业影响与新颖性按本周可验证事实评分。,Yes,该动作影响频谱、许可、算力供给或产业资源配置；需以执行细则、预算和项目清单判断实际强度。,把它作为部署与采购节奏的领先指标，不直接等同于新增收入。,跟踪实施细则、项目名单、采购公告和企业落地。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_bocha
2026W36-PUB-025,2026-09-04,2026-09-04,China,Technology,Commercial_Space,,海南卫星数据跨境加工贸易区揭牌,商业航天迈入“用数”时代,cnstock.com,Industry_Media,https://www.cnstock.com/commonDetail/785749,Watch,,4,4,4,4.00,A,A级；相关性、产业影响与新颖性按本周可验证事实评分。,Yes,该任务、载体或数据链路节点影响太空算力可部署性、数据回传或单位成本。,作为载体与链路节奏证据，判断是否形成可复用服务能力。,跟踪后续任务、合同、可靠性指标和运营数据。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_bocha
2026W36-PUB-119,2026-08-31,2026-08-31,China,Policy,Commercial_Space,工业和信息化部 / 国际电信联盟,工业和信息化部-国际电信联盟“空间促进发展”高级别研讨会在上海举行,"2026年8月31日,工业和信息化部—国际电信联盟“空间促进发展”高级别研讨会在上海市开幕。工业和信息化部党组成员、副部长谢远生,上海市委常委、副市长陈杰,国际电信联盟副秘书长托马斯·拉玛瑙斯卡斯出席开幕式并致辞。来自国际电信联盟24个成员国,20个相关国际组织、航天机构、卫星操作单位、电信运营企业、高等院校、行业协会的200余名代表参加会议。谢远生表示,空间频率和轨道资源是人类共同的宝贵资源。中方始终秉持构建人类命运共同体理念,坚定维护多边主义,全力支持国际电信联盟在推动空间业务发展、促进卫星频轨资源公平合理高效利用上发挥关键作用。当前,中国正全力筹办2027年世界无线电通信大会(WRC-27),将继续深度参与国际电信联盟各项工作,切实将国际电信联盟相关倡议主张转化为国内政策实践与对外合作举措。当前全球航天产业加速演进,低轨卫星互联网、终端直连卫星、5G/6G天地一体化融合网络等新技术、新业态蓬勃兴起,深刻影响全球经济社会发展,国际电信联盟在弥合数字鸿沟、鼓励技术创新、赋能全球增长方面的价值更加凸显。中方就全球空间无线电发展提出三点倡议:一是坚持普惠共赢,在国际电信联盟多边框架下,切实保障各成员国特别是发展中国家公平开发利用卫星频率轨道资源的权利。二是坚持创新驱动,构建开放包容、良性竞争、互利互惠的全球空间产业生态。三是坚持可持续发展,凝聚兼顾发展权益与安全保障的行业共识,构建可持续的太空发展空间。本次研讨会为期3天,设置主旨演讲、圆桌研讨、实地调研等环节,重点研讨世界无线电通信大会空间业务议题、天地一体融合机遇、北斗规模化应用、星地融合发展等内容。研讨会将围绕国际电信联盟空间规则框架、各国空间业务监管实践开展专题分享,并举办“空间促进发展”“频轨资源管理的新挑战”等多场圆桌研讨。与会各方将围绕太空治理、频轨协调、产业赋能发展中国家等议题交换观点。",miit.gov.cn,Official,https://www.miit.gov.cn/xwfb/bldhd/art/2026/art_98ad930c11ee4c9092fee26b82749ac9.html,S_Core,https://wap.miit.gov.cn/jgsj/wgj/gzdt/art/2026/art_b9836fd70ced43e381edf32fe4469289.html,3,4,4,3.50,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Brief,该动作影响频谱、许可、算力供给或产业资源配置；需以执行细则、预算和项目清单判断实际强度。,把它作为部署与采购节奏的领先指标，不直接等同于新增收入。,跟踪实施细则、项目名单、采购公告和企业落地。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_bocha
2026W36-SUP-003,2026-08-31,2026-08-31,US,Policy,Commercial_Space,NASA,NASA就TREAT宇航员长期医疗信息收集修订征求意见,NASA发布现有信息收集修订通知，围绕TREAT Astronauts Act下宇航员研究、评估和治疗安排征求公众及联邦机构意见。,Federal Register,Official,https://www.federalregister.gov/documents/2026/08/31/2026-17737/name-of-information-collection-nasa-to-research-evaluate-assess-and-treat-treat-astronauts-act,S_Core,,3,4,4,3.50,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Brief,该动作影响频谱、许可、算力供给或产业资源配置；需以执行细则、预算和项目清单判断实际强度。,把它作为部署与采购节奏的领先指标，不直接等同于新增收入。,跟踪实施细则、项目名单、采购公告和企业落地。,Stage 1-2 gate remediation; event date checked inside W36.,stage12_remediation
2026W36-SUP-004,2026-08-31,2026-08-31,US,Policy,Commercial_Space,NASA / Republic of Türkiye,土耳其签署Artemis Accords成为第71个签署国,土耳其在NASA总部签署Artemis Accords，加入月球及深空活动透明、安全与协调原则框架，并为后续月球任务合作打开接口。,NASA,Official,https://www.nasa.gov/organizations/oiir/artemis-accords/nasa-welcomes-turkiye-as-newest-artemis-accords-signatory/,S_Core,,3,4,4,3.50,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Brief,该动作影响频谱、许可、算力供给或产业资源配置；需以执行细则、预算和项目清单判断实际强度。,把它作为部署与采购节奏的领先指标，不直接等同于新增收入。,跟踪实施细则、项目名单、采购公告和企业落地。,Stage 1-2 gate remediation; event date checked inside W36.,stage12_remediation
2026W36-FIN-039,2026-08-31,2026-08-31,China,Financing,Commercial_Space,鲸鹏芯海,鲸鹏芯海完成天使+轮融资,航天高能效系统芯片研发商；融资轮次：天使+轮；原始披露金额：-；原始币种：未披露；人民币换算：N/A；美元换算：N/A；投资方：复旦科创。,企查查（境内）,Database,N/A,Manual,https://www.qcc.com/product/c989505641f562ce852e7777f7753716.html,3,4,3,3.30,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Database_Only,资本进入星座、链路、空间能源或在轨计算载体，可能改变载荷资源与部署节奏。,优先核验融资用途、技术成熟度、战略投资方与客户绑定。,补齐公开融资来源，并跟踪资金到账、产品验证、订单与发射计划。,来自企查查domestic清单；商业航天、卫星、火箭、遥感或空间基础设施；1 USD=6.7787 CNY；汇率日期：2026-09-04；来源：Xinhua/CFETS central parity: https://english.news.cn/20260904/955a385334194d30aa7a1c8cc8493fa7/c.html。,Manual_Import
2026W36-PUB-110,2026-08-31,2026-08-31,China,Financing,Commercial_Space,星邑空间,"星邑空间完成数亿元A轮融资,为商业航天产业高质量发展贡献力量 - 今日头条","近日,星邑空间完成A轮增资扩股暨战略投资人引入。此次A轮股权融资募集资金达数亿元人民币,引入苏创投、力合清瞳、七匹狼控股、智宸投资、兰溪资本、海锶创投等多家知名投资机构。据介绍,作为行业领先的航天器测运控解决方案服务商,星邑空间籍此A轮股权融资落地之机,将加速全球测控站网建设,持续夯实公司在大型星座测控管理、精密轨道确定与控制等关键能力的技术先进性,以“构建国家级民商航天测运控平台、打造一流在轨航天器运营服务商、致力于成为国家太空资产管理者”为使命,为我国迈向航天强国征程贡献星邑力量。据悉,秉持",星邑空间公开稿（今日头条承载）,Company_Release,https://www.toutiao.com/article/7680085281319502370/,A_Active,https://www.toutiao.com/article/7680085281319502370,3,4,3,3.30,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Yes,资本进入星座、链路、空间能源或在轨计算载体，可能改变载荷资源与部署节奏。,优先核验融资用途、技术成熟度、战略投资方与客户绑定。,补齐公开融资来源，并跟踪资金到账、产品验证、订单与发射计划。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4；原事件已有公开页；三类查询均复核命中。,qcc_crosscheck+public_source_completed
2026W36-PUB-112,2026-08-31,2026-08-31,Global,Technology,Commercial_Space,,Rocket Lab launches Japanese radar satellite to orbit on 'Owl Around the World' mission (video),": ""Liftoff of the ""Owl Around the World"" mission took place at 8:01 a.m. ET on Wednesday (Sept. 2)."", ""datePublished"": ""2026-08-31T04:05:00+00:00"", ""url"": ""https://www.space.com/space-exploration/launches-spacecraft/watch-rocket-lab-launch-japanese-radar-satellite-to-orbit-early-aug-31"", ""articleSection"": ""Launches & Spacecraft"", ""speakab ption"": ""Mike Wall"" }, ""email"": ""mwall@space.com"", ""sameAs"": [ ""https://twitter.com/michaeldwall"" ] }, ""dateModified"": ""2026-09-02T12:33:07+00:00"" } {""@context"":""https://schema.org"",""@type"":""WebPage"",""name"":""Rocket Lab launches Japanese radar satellite to orb",space.com,Industry_Media,https://www.space.com/space-exploration/launches-spacecraft/watch-rocket-lab-launch-japanese-radar-satellite-to-orbit-early-aug-31,Watch,,3,3,3,3.00,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Brief,该任务、载体或数据链路节点影响太空算力可部署性、数据回传或单位成本。,作为载体与链路节奏证据，判断是否形成可复用服务能力。,跟踪后续任务、合同、可靠性指标和运营数据。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_web
2026W36-PUB-113,2026-08-31,2026-08-31,US,Technology,Commercial_Space,NASA / SpaceX,"SpaceX, NASA delay next astronaut launch to ISS due to leak on Dragon spacecraft","""Crew-13 had been scheduled to lift off on Sept. 12. A new target date has not yet been announced."", ""datePublished"": ""2026-08-31T15:00:00+00:00"", ""url"": ""https://www.space.com/space-exploration/launches-spacecraft/spacex-nasa-delay-next-astronaut-launch-to-iss-due-to-leak-on-dragon-spacecraft"", ""articleSection"": ""Launches & Spacecraft"",",space.com,Industry_Media,https://www.space.com/space-exploration/launches-spacecraft/spacex-nasa-delay-next-astronaut-launch-to-iss-due-to-leak-on-dragon-spacecraft,Watch,,3,3,3,3.00,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Brief,该任务、载体或数据链路节点影响太空算力可部署性、数据回传或单位成本。,作为载体与链路节奏证据，判断是否形成可复用服务能力。,跟踪后续任务、合同、可靠性指标和运营数据。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_web
2026W36-PUB-115,2026-08-31,2026-08-31,US,Technology,Commercial_Space,NASA Roman Space Telescope,Roman Space Telescope live updates: NASA begins spacecraft commissioning process,"{ ""@type"": ""BlogPosting"", ""headline"": ""Roman aces critical engine burn, fine-tunes trajectory\u2026"", ""datePublished"": ""2026-08-31T22:29:54.998Z"", ""articleBody"": ""<a id=""elk-roman-aces-critical-engine-burn-fine-tunes-trajectory""></a><h3 class=""article-body__section"" id=""section-roman-aces-critical-engine-burn-fine-tunes-trajectory""><span> ays post-launch,"" NASA officials wrote in <a data-analytics-id=""inline-link"" href=""https://science.nasa.gov/blogs/roman/2026/08/31/nasas-roman-completes-first-mid-course-correction-burn/"" target=""_blank"" data-url=""https://science.nasa.gov/blogs/roman/2026/08/",space.com,Industry_Media,https://www.space.com/news/live/nancy-grace-roman-telescope-live-updates-nasa-begins-spacecraft-commissioning-september-2026,Watch,,3,3,3,3.00,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Brief,该任务、载体或数据链路节点影响太空算力可部署性、数据回传或单位成本。,作为载体与链路节奏证据，判断是否形成可复用服务能力。,跟踪后续任务、合同、可靠性指标和运营数据。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_web
2026W36-PUB-118,2026-08-31,2026-08-31,China,Policy,AI,,工业和信息化部办公厅关于公布国家算力互联互通区域节点建设名单的通知,"工信厅信管函〔2026〕404号各省、自治区、直辖市通信管理局,各省、自治区、直辖市及新疆生产建设兵团工业和信息化主管部门,中国信息通信研究院:按照《工业和信息化部办公厅关于组织开展国家算力互联互通节点建设工作的通知》(工信厅信管函〔2026〕35号)要求,经各地公开申报、材料审查、专家评审等程序,确定北京等17个省(自治区、直辖市)入选为国家算力互联互通区域节点,现予以公布。请有关地区和单位加快节点建设,严格实施项目管理,尽快投入应用。有关工作情况及时报送工业和信息化部(信息通信管理局)。附件:国家算力互联互通区域节点入选名单工业和信息化部办公厅2026年8月20日",miit.gov.cn,Official,https://www.miit.gov.cn/zwgk/zcwj/wjfb/tz/art/2026/art_7ad2d311e6e249388a16c684c1d4e237.html,S_Core,,2,4,4,3.00,B,B级；相关性、产业影响与新颖性按本周可验证事实评分。,Brief,该动作影响频谱、许可、算力供给或产业资源配置；需以执行细则、预算和项目清单判断实际强度。,把它作为部署与采购节奏的领先指标，不直接等同于新增收入。,跟踪实施细则、项目名单、采购公告和企业落地。,Pass C 原文抓取成功且页面出现周窗口日期；评级留待 Stage 4。,pass_a_bocha
