event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
W29-E030,2026-07-14,2026-07-14,China,科技,Technology,,航天发展: 2026年半年度业绩预告_股票频道_证券之星,证券代码:000547,stock.stockstar.com,Web,https://stock.stockstar.com/notice/SN2026071400040459.shtml,Watch,,4,3,3,3.50,B,正文覆盖校准：官方或技术链补充信号，仅作Brief,Brief,可能影响太空算力的部署节奏、硬件供给或应用边界。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E031,2026-07-14,2026-07-14,China,融资,semiconductor,,2026年Q2芯片与AI硬件创投融资全景报告_腾讯新闻,"AI2026年第二季度,投资者持续向AI硬件初创企业注入资金。过去一年中,专注于AI数据中心芯片的公司在融资领域占据主导地位,但本季度边缘计算芯片初创企业重新受到关注,原因是投资者看好物理AI和实时设备端应用的发展潜力。尽管如此,大规模AI基础设施芯片及其相关领域,如更快的数据传输和高压电源半导体,仍然吸引了AI融资的大部分资金。量子计算领域本季度同样表现亮眼,共有21家公司完成融资,其中6家融资额达到或超过1亿美元。多种量子比特技术路线均有所斩获,超导硬件之外,自旋量子比特、中性原子和离子阱方案也均获得投资。低温控制电子、量子芯片测试和量子网络领域也均有融资活动。本季度大额融资轮次众多:18家公司融资额达到或超过1亿美元,其中不乏多个早期轮融资。此外,本季度还涌现出多项创新检测技术、马来西亚首家新型外包半导体封测厂商、日本Rapidus新一轮政府资金注入等重要事件。以下将对本季度共80家公司、合计融资逾60亿美元的情况进行全面梳理。芯片AI硬件SiFive完成4亿美元G轮融资,由Atreides",news.qq.com,Web,https://news.qq.com/rain/a/20260714A0033M00,Watch,,2,4,4,3.00,B,外圈对照,Database_Only,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E032,2026-07-19,2026-07-19,China,融资,semiconductor,,AI芯片报告_华经情报网_华经产业研究院,"2018-2024年中国AI芯片行业市场评估分析及投资发展盈利预测报告,AI",www.huaon.com,Web,https://www.huaon.com/tag/aixinpan/report/3.html,Watch,,2,3,3,2.50,C,外圈对照,Database_Only,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E033,2026-07-16,2026-07-16,China,融资,semiconductor,,端侧ai芯片是下半年值得深挖的赛道吗? - 技象科技,端侧AI芯片是2026年下半年极具投资价值和战略意义的黄金赛道。,www.techphant.cn,Web,https://www.techphant.cn/blog/108366.html,Watch,,2,3,3,2.50,C,外圈对照,Database_Only,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E034,2026-07-17,2026-07-17,China,科技,Technology,,ai大盘预测 - 大陇网,AI,wenchuang.dalw.com.cn,Web,https://wenchuang.dalw.com.cn/tags-144564.html,Watch,,2,3,3,2.50,B,正文覆盖校准：官方或技术链补充信号，仅作Brief,Brief,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E035,2026-07-15,2026-07-15,China,科技,Technology,,高层动态,习近平将出席2026世界人工智能大会暨人工智能全球治理高级别会议开幕式并发表主旨讲话,jyglj.sc.gov.cn,Web,https://jyglj.sc.gov.cn/scjyglj/njjygcdt/2026/7/15/393834865ded42aab4ffdaaf6fcf7383.shtml,S_Core,,2,3,3,2.50,B,正文覆盖校准：官方或技术链补充信号，仅作Brief,Brief,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E036,2026-07-18,2026-07-18,China,科技,Technology,,习近平AI全球合作计划发布 AI概念股迎重大利好- CFi.CN 中财网,习近平AI全球合作计划发布,stock.cfi.cn,Web,https://stock.cfi.cn/p20260718000141.html,Watch,,2,3,4,2.70,C,外圈对照,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E037,2026-07-13,2026-07-13,China,融资,semiconductor,,今日大A关注:,"今日大A关注:1、AI硬件:摩根士丹利对英伟达下一代Rubin机架进行了全面的物料清单(BOM)拆解,,内存增长435%,在其覆盖的下游零部件中,PCB内容价值增幅最为显著,较GB300大涨233%,其次是MLCC(+182%)、ABF基板(+82%)、电源(+32%)以及液冷组件(+12%)。2、PCB:多家PCB及上游CCL龙头集中发布二季度业绩预告,在AI服务器需求拉动和涨价传导背景下,业绩普遍超预期环比加速增长。3、石油化工:2026年7月13日特朗普表示美国将重新实施“针对伊朗的封锁”。伊朗战事重新爆发。4、机器人:证监会同意宇树科技IPO注册;马斯克发布Optimus机器人生产线参观照。5、医疗医药/中药:“医保+商保""双目录谈判进入实质性阶段;批复《中医药振兴发展“十五五”规划》6、半导体/存储:长鑫科技7月16日启动申购;华为韬定律V2版出炉;SK海力士股价上涨27%",m.gelonghui.com,Web,https://m.gelonghui.com/p/5574287,Watch,,2,4,4,3.00,B,外圈对照,Database_Only,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E038,2026-07-19,2026-07-19,China,政策,Policy,,7月19日、消息早读、要点速递_新浪财经_新浪网,"(来源:大树的格局)一、国家出席WAIC并发表主旨讲话二、多项AI首发技术集中亮相WAIC三、国家发改委发布《人工智能合作发展行动计划》四、《国际人工智能伦理治理行动计划》发布五、Meta拟向Anthropic出租算力六、阿斯麦向全球员工发放2万欧元股权激励七、荣耀举办“从数字屏幕到具身智能”分论坛八、图灵奖得主姚期智:五年后AI将截然不同九、美伊冲突升级,霍尔木兹海峡“完全关闭”十、国际油价暴涨,美油周涨14.51%十一、比特币逼近64000美元,9万人爆仓十二、飞天茅台年内二度涨价100元十三、电池消费税政策9月起分步调整十四、上半年银行代客涉外收支9.2万亿美元创同期新高十五、欧洲央行下周大概率按兵不动十六、美国终止涉港国家紧急状态十七、A股黑色星期五:沪指失守3800点十八、科创50本周暴跌16.93%领跌全球十九、美股三大指数集体收跌二十、费城半导体指数跌入技术性熊市二十一、全球芯片股遭遇去杠杆踩踏二十二、A股电力板块逆势走强二十三、下周A股限售股解禁逾530亿元二十四、Netflix遭抛售拖累美股中段下跌",finance.sina.com.cn,Web,https://finance.sina.com.cn/roll/2026-07-19/doc-iniihuvk1110205.shtml,S_Core,,2,5,4,3.30,B,外圈对照,Appendix,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E039,2026-07-16,2026-07-16,China,科技,Technology,,2026世界人工智能大会(WAIC)的开幕。京东方在明天(7月17日)的核心发布_财富号_东方财富网,$京东方A(SZ000725)$,caifuhao.eastmoney.com,Web,https://caifuhao.eastmoney.com/news/20260716175914725395660,Watch,,2,3,4,2.70,C,外圈对照,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
W29-E040,2026-07-14,2026-07-14,China,科技,Technology,,2026年7月13日新闻,2026年7月13日新闻,sjzlq.gov.cn,Web,https://sjzlq.gov.cn/columns/72d3f19d-42ba-4e4a-8525-200bcbf1dfef/202607/14/7c1004e1-c165-44d6-9974-a83497127a34.html,S_Core,,1,3,3,2.00,C,弱相关,Exclude,作为地面算力与芯片供给侧对照。,用于校准产业路线、合作对象和资本节奏。,跟踪后续官方文件、技术参数、订单或融资交割。,Pass A discovery; Pass C date-window structured result,Yes
