event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
W31-S008,2026-07-30,2026-07-30,US,Technology,satellite,NRO / SpaceX / U.S. Space Force,NRO schedules NROL-95 national-security launch on Falcon 9,"The NRO, Space Systems Command and SpaceX scheduled NROL-95 from Cape Canaveral, adding another U.S. national-security payload deployment node.",National Reconnaissance Office,Government,https://www.nro.gov/launches/launch-nrol-95/,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,该节点提供了运载、在轨服务、通信链路或任务工程的新增验证，价值取决于后续实测数据与规模化复用。,用于校准星上算力所依赖的载体、链路、任务运营和在轨基础设施成熟度。,跟踪下一次任务节点、测试结果、在轨数据、合同执行和可复用性指标。,Recovered during Stage 4 audit because the earlier Stage 2 builder omitted Pass A/B official-source results.,Pass_A_B_recovery
W31-E088,2026-07-31,2026-07-31,China,Financing,commercial_space,创智联恒,创智联恒完成A+轮融资,低轨卫星通信产品研发应用服务商；原始金额：-；投资方：粤开资本，成都科创投集团，和而泰，励石资本；人民币换算：N/A；美元换算：N/A。,腾讯新闻,综合媒体,https://news.qq.com/rain/a/20260731A06Z5W00,A_Active,https://www.qcc.com/product/d26be076a351a9c657d894fa85fa1b32.html,4,3,4,3.70,A,相关性4/5、产业影响3/5、新颖性4/5；加权3.70。,Yes,资本继续流向运载、卫星和空间基础设施，但披露金额不等同于技术或商业验证。,用于观察商业航天供给侧扩张、估值锚和潜在合作标的。,跟踪资金到账、产品里程碑、发射计划和后续客户合同。,来自企查查（境内）清单 + 行业归属：商业航天/卫星/火箭/遥感；原始币种 未披露。 Stage 3三类公开来源查询完成并命中；企查查降为交叉验证。 Origin ID: W31-F126.,Manual_Import
W31-S011,2026-07-31,2026-07-31,US,Technology,commercial_space,NASA / SpaceX,NASA and SpaceX advance Starship wind-tunnel testing,NASA Ames tested a Super Heavy Version 3 scale model across transonic and supersonic regimes to improve loads and reentry-flight modeling for the Starship human landing system.,NASA,Government,https://www.nasa.gov/directorates/esdmd/artemis-campaign-development-division/human-landing-system-program/nasa-spacex-advance-wind-tunnel-tests-for-starship-rocket/,S_Core,,4,4,4,4.00,A,相关性4/5、产业影响4/5、新颖性4/5；加权4.00。,Yes,该节点提供了运载、在轨服务、通信链路或任务工程的新增验证，价值取决于后续实测数据与规模化复用。,用于校准星上算力所依赖的载体、链路、任务运营和在轨基础设施成熟度。,跟踪下一次任务节点、测试结果、在轨数据、合同执行和可复用性指标。,Recovered during Stage 4 audit because the earlier Stage 2 builder omitted Pass A/B official-source results.,Pass_A_B_recovery
W31-E002,2026-07-27,2026-07-27,China,Policy,Public scan,,太空算力的技术挑战、应用价值与发展路径_《人民论坛》_党刊推荐_文库_宣讲家网,"当前,随着人工智能快速发展和卫星互联网持续演进,太空正成为数字基础设施拓展的重要方向,卫星也由传统航天基础设施逐步演变为未来通信网络的重要组成部分。同时,通信网络技术持续演进,卫星系统与5G、6G网络的融合趋势日益明显。3GPP
Release
17已将非地面网络(NTN)纳入5G标准体系,为卫星接入5G网络、物联网终端接入,以及面向手机终端的卫星通信能力奠定标准基础;面向6G,空天地一体化覆盖将进一步推动卫星成为移动通信网络的重要组成部分。通信、遥感、导航等各类卫星系统正在形成更复杂的数据生产与服务体系。通信和遥感卫星在轨产生海量数据,导航系统提供关键时空基准并支撑多源数据融合,但受功率、频谱及地面站窗口限制,数据生成速度长期快于星地下行能力,形成所谓的“数据与传输能力剪刀差”,且这一差距随着星座扩张继续扩大。当人类向外开拓的空间需求,与算力向上突破的发展需求相互交汇,将计算能力部署至太空便不再是技术构想,而是破解现实瓶颈、重塑数字基础设施格局的战略选择。通俗而言,太空算力是将计算、存储、网络等能力,以及支撑这些能力的芯片、载荷、操作系统、软件和模型部署到卫星或其他在轨平台,并通过分布式协同,将分散在轨的计算资源组织起来,向地面及太空提供持续、协同和可扩展的算力服务。
太空算力的需求驱动与发展趋势
随着卫星网络基础能力显著增强,上层业务形态按照通信网络与信息系统的演进规律持续扩展并趋于复杂,通信、导航、遥感与信息服务在现代社会运行和国家安全体系中的战略地位不断提升。当前,卫星系统虽已具备一定在轨处理和智能功能,但总体仍以信号转发为主,计算能力主要发挥辅助支撑作用。随着手机直连卫星、6G/NTN卫星互联网等新型业务形态出现,身份认证、接入控制、会话管理和数据处理等功能逐步向星上延伸,太空算力由提升系统效率的辅助手段,逐步演变为空天网络运行和演进的基础能力。
除业务演进带来",www.71.cn,Public web,http://www.71.cn/2026/0727/1297821.shtml,A_Active,,5,4,4,4.50,B,相关性5/5、产业影响4/5、新颖性4/5；加权4.50。 编辑复核后调整为B级。,Brief,该动作通过产业规划、地方专项或工程组织推动太空算力与商业航天供给，需区分正式项目与远期目标。,用于判断国内星座、算力基础设施和关键供应链何时从政策信号转化为可执行项目与采购需求。,跟踪首批部署、正式资金、技术指标、供应商名单及是否形成公开采购或客户合同。,"Pass C opened; dated in weekly window. Stage 2 retains all dated public hits without relevance filtering. Origin ID: W31-P002. Editorial override after atom review: explainer, duplicate coverage, or underlying event outside the window.",Pass_C_supplemental
W31-E014,2026-07-27,2026-07-27,China,Policy,Public scan,,"算力上天!中国首个太空算力创新中心揭牌,""星上计算""赛道如何打开万亿空间?_财经频道_证券之星","当AI算力需求以指数级增长推动地面数据中心不断扩容,一个新的方向正在悄然打开——将算力送入太空。7月23日,蓝箭鸿擎(雄安)空间科技有限公司与中国星网数字科技有限公司、北京邮电大学共同为三方共建的""太空算力技术创新中心""揭牌。这是国内太空算力领域首个汇聚产业平台、顶尖高校与工程企业三类核心主体的协同创新载体。与此同时,国星宇航与商汤科技在2026世界人工智能大会上宣布共建""商汤算力星座"",规划到2030年建成由千颗级算力卫星组成、总算力超万P的太空算力星座。短期内,多个太空算力项目密集推进,一个全新的产业赛道正在加速成型。从""通信卫星""到""算力卫星"",从""天基传输""到""天基计算"",当卫星不再仅仅扮演""天上的信号中继站""角色,而是开始具备在轨实时处理数据、运行AI算法的能力,一场关于算力基础设施的""升空革命""已经拉开序幕。三方携手——国内首个太空算力协同创新载体诞生7月23日,蓝箭鸿擎(雄安)空间科技有限公司与北京邮电大学、中国星网数字科技有限公司共同为三方共建的""太空算力技术创新中心""揭牌。据悉,这是国内太空算力领域首个以""产业平台+顶尖高校+工程企业""模式组建的协同创新载体。三方各有所长、形成互补。北京邮电大学在信息通信、计算机、人工智能等领域拥有深厚的科研积累和人才优势;星网数科依托中国卫星网络集团产业体系,拥有重要的平台资源和数字化应用能力;鸿擎科技则具备面向低轨卫星和大规模星座建设的系统能力与工程实践基础。根据合作协议,三方将围绕太空算力相关技术研究、工程验证、成果转化和人才培养开展协同创新,推动前沿科研成果更快进入真实的卫星工程和产业应用场景。这一中心的成立恰逢其时。随着低轨巨型星座建设持续加速,卫星的功能正在从单纯的通信和数据采集,向智能感知、数据预处理、协同计算和自主决策方向演进。未来卫星的网络化、智能化和算力化趋势,将更加注重卫星之间、天地之间以及算网之间",证券之星财经频道,Public web,https://finance.stockstar.com/SS2026072700026157.shtml,A_Active,,5,4,4,4.50,B,相关性5/5、产业影响4/5、新颖性4/5；加权4.50。 编辑复核后调整为B级。,Brief,该动作通过产业规划、地方专项或工程组织推动太空算力与商业航天供给，需区分正式项目与远期目标。,用于判断国内星座、算力基础设施和关键供应链何时从政策信号转化为可执行项目与采购需求。,跟踪首批部署、正式资金、技术指标、供应商名单及是否形成公开采购或客户合同。,"Pass C opened; dated in weekly window. Stage 2 retains all dated public hits without relevance filtering. Origin ID: W31-P020. Editorial override after atom review: explainer, duplicate coverage, or underlying event outside the window.",Pass_C_supplemental
W31-E030,2026-07-27,2026-07-27,Global,Technology,Public scan,,推荐给朋友: 2026年芯片融资概览: 80 家公司、超 60 亿美元 - OFweek半导体网,"芝能智芯出品
2026
年第二季度,芯片融资情况一览。
钱有的是,主要给了
AI
和它的配套。这一季有
80
家半导体初创企业拿到融资,合计超过
60
亿美元,其中
18
家单轮就破了
1
亿美元。",OFweek维科网,Public web,https://semi.ofweek.com/recommendfriends-30695334.html,A_Active,,2,4,3,2.80,B,相关性2/5、产业影响4/5、新颖性3/5；加权2.80。受相关性不高于2分的最高B级约束。,Brief,该节点提供了运载、在轨服务、通信链路或任务工程的新增验证，价值取决于后续实测数据与规模化复用。,用于校准星上算力所依赖的载体、链路、任务运营和在轨基础设施成熟度。,跟踪下一次任务节点、测试结果、在轨数据、合同执行和可复用性指标。,Pass C opened; dated in weekly window. Stage 2 retains all dated public hits without relevance filtering. Origin ID: W31-P054.,Pass_C_supplemental
W31-E041,2026-07-27,2026-07-27,China,Policy,Public scan,,2026-2031年中国人工智能PC芯片行业重点企业发展分析及投资前景可行性评估报告_报告大厅,"第一章
人工智能PC芯片产业相关概述
一、人工智能PC芯片产业概述
二、人工智能PC芯片产业发展历程
第二节
2021-2025年全球主要国家人工智能PC芯片产业分析
一、美国
二、印度
三、澳大利亚
四、日本
第三节
2026-2031年全球人工智能PC芯片产业发展趋势分析
第二章
2021-2025年中国人工智能PC芯片产业运行环境分析
第一节
2021-2025年中国宏观经济环境分析
一、中国GDP分析
二、消费价格指数分析
三、城乡居民收入分析
四、社会消费品零售总额
五、全社会固定资产投资分析
六、进出口总额及增长率分析
第二节2021-2025年中国人工智能PC芯片产业政策环境分析
一、人工智能PC芯片产业政策解读
二、人工智能PC芯片产业振兴规划
三、人工智能PC芯片产业进出口政策分析
第三章
2021-2025年中国人工智能PC芯片行业市场供需调查分析
第一节
2021-2025年中国人工智能PC芯片行业市场供给分析
一、人工智能PC芯片行业市场供给分析
二、影响供给的因素分析
第二节
2021-2025年中国人工智能PC芯片行业市场需求分析
一、人工智能PC芯片行业市场需求分析
二、影响需求的因素分析
第三节
2021-2025年中国人工智能PC芯片产业发展存在问题分析
第四章
2021-2025年中国人工智能PC芯片行业供给规模统计分析
第一节
2021-2025年全国人工智能PC芯片行业供给规模分析
第二节
2021-2025年主要地区人工智能PC芯片供给规模分析
第三节
2021-2025年人工智能PC芯片行业供给规模集中度分析
第五章
2021-2025年中国人工智能PC芯片产业主要数据监测分析
第一节
2021-2025年中国人工智能PC芯片行业规模分析
一、企业数量增长分析
二、从业人数增长分析
三、资产规模增长分析
第二节
2021-202",报告大厅,Public web,https://www.chinabgao.com/report/21104586.html,A_Active,,2,4,3,2.80,B,相关性2/5、产业影响4/5、新颖性3/5；加权2.80。受相关性不高于2分的最高B级约束。,Database_Only,该动作通过产业规划、地方专项或工程组织推动太空算力与商业航天供给，需区分正式项目与远期目标。,用于判断国内星座、算力基础设施和关键供应链何时从政策信号转化为可执行项目与采购需求。,跟踪首批部署、正式资金、技术指标、供应商名单及是否形成公开采购或客户合同。,Pass C opened; dated in weekly window. Stage 2 retains all dated public hits without relevance filtering. Origin ID: W31-P065.,Pass_C_supplemental
W31-E048,2026-07-27,2026-07-27,Global,Technology,Public scan,,Chinese Gravity-1 Rocket Launches New Satellites From Sea,"A
Gravity-1
carrier
rocket
carrying
nine
satellites
blasts
off
from
waters
off
the
coast
of
Shanghai,
east
China,
July
22,
2026.
The
Taiyuan
Satellite
Launch
Center
launched
the
commercial
rocket
at
10:54
a.m.
(Beijing
time),
placing
the
nine
satellites
into
their
designated
orbits.
(PHOTO:
XINHUA)
Editor:SONG
Ziyan",中国科技网,Public web,https://www.stdaily.com/web/English/2026-07/27/content_554132.html,A_Active,,3,3,3,3.00,B,相关性3/5、产业影响3/5、新颖性3/5；加权3.00。,Brief,该节点提供了运载、在轨服务、通信链路或任务工程的新增验证，价值取决于后续实测数据与规模化复用。,用于校准星上算力所依赖的载体、链路、任务运营和在轨基础设施成熟度。,跟踪下一次任务节点、测试结果、在轨数据、合同执行和可复用性指标。,Pass C opened; dated in weekly window. Stage 2 retains all dated public hits without relevance filtering. Origin ID: W31-P072.,Pass_C_supplemental
W31-E052,2026-07-27,2026-07-27,China,Policy,Public scan,,"美国商业航天迎来近二十年来规模最大的监管改革,以大幅加快卫星部署审批速度;美“星舰”完成第13次试飞,成功发射20颗新一代“星链”卫星;脑机接口迎重大突破,可帮助患者恢复视力--《投资早参》_腾讯新闻","每经编辑:彭水萍(一)重要市场新闻美国太空探索技术公司重型运载火箭“星舰”于美国中部时间7月24日下午从得克萨斯州南部的发射基地升空,实施第13次试飞。火箭第一级“超级重型”助推器在墨西哥湾附近海域溅落,第二级“星舰”飞船完成亚轨道飞行,并于印度洋溅落。第二级“星舰”飞船飞行期间,6台发动机运行正常,并部署20颗新一代“星链”卫星。(二)行业掘金1、北京时间7月25日,美国联邦通信委员会(FCC)正式发布命令,决定全面改革卫星和地球站许可审批流程,以大幅加快卫星部署审批速度,将以往长达数年的审查期压缩至几个月甚至几周,从而更好地支撑商业低轨卫星的快速部署和持续扩张。FCC新规也试图建立一套更适应超大规模卫星星座发展的监管框架,加快美国卫星互联网建设节奏。此次重大改革的核心,是建立现代化、标准化的“许可流水线”。FCC将提升许可处理速度、增强监管可预测性、扩大创新与运营灵活性。美国卫星监管模式开始从传统规则体系向适应大规模星座时代的新框架转型。点评:随着太空资源竞争日益激烈,卫星互联网已成为全球科技竞争的新高地。未来太空经济将会成为一个新的产业领域,涉及卫星通信、卫星导航、卫星遥感、太空旅游等多个方面。星地通信产业规模预计到2030年将达到2000亿元—4000亿元,年均复合增长率在10%—28%之间。星地通信产业正站在从“概念验证”向“规模化应用”的关键转折点,随着技术成熟、成本下降和应用场景拓展,未来十年将形成“天地一体、万物互联”的新型通信格局,成为推动数字经济高质量发展的重要引擎。概念股包括广联航空、金利华电、天银机电等。2、7月25日,美国初创公司Science
Corp.已获批在欧盟地区销售一款可帮助“地图样萎缩”(GA)患者恢复部分视力的视网膜芯片。这是美国脑机接口(BCI)公司首次将相关设备大规模推向患者市场,也是该公司迈向脑机接口商业化的重要里程碑,其长期目",腾讯网,Public web,https://news.qq.com/rain/a/20260727A038X000,A_Active,,2,4,3,2.80,B,相关性2/5、产业影响4/5、新颖性3/5；加权2.80。受相关性不高于2分的最高B级约束。,Database_Only,该动作通过产业规划、地方专项或工程组织推动太空算力与商业航天供给，需区分正式项目与远期目标。,用于判断国内星座、算力基础设施和关键供应链何时从政策信号转化为可执行项目与采购需求。,跟踪首批部署、正式资金、技术指标、供应商名单及是否形成公开采购或客户合同。,Pass C opened; dated in weekly window. Stage 2 retains all dated public hits without relevance filtering. Origin ID: W31-P077.,Pass_C_supplemental
W31-E108,2026-07-27,2026-07-27,China,Financing,semiconductor,铭镓半导体,铭镓半导体完成Pre-B轮融资,新型半导体人工晶体材料研发商；原始金额：超1.5亿元；投资方：千曦资本，芯禾资本，安阳经开集团，粤科金融，天鹰资本，洪泰基金；人民币换算：150000000.00；美元换算：22093263.03。,东方财富网,综合媒体,https://wap.eastmoney.com/a/202607273822367681.html,A_Active,https://www.qcc.com/product/1c15c3b8b073447eaa0d582cfadbecf8.html,2,4,3,2.80,B,相关性2/5、产业影响4/5、新颖性3/5；加权2.80。受相关性不高于2分的最高B级约束。,Brief,本轮融资反映芯片或AI基础设施的资本供给变化，需结合产品量产、客户和收入证据判断质量。,用于更新算力产业链融资基准、竞争格局和潜在项目池。,跟踪交割、量产、客户验证、收入兑现及下一轮估值变化。,来自企查查（境内）清单 + 行业归属：半导体核心环节；原始币种 CNY。 Stage 3三类公开来源查询完成并命中；企查查降为交叉验证。 Origin ID: W31-F146.,Manual_Import
