event_id,date,published_date,country,sector,domain,entity,event_title,event_summary,source_name,source_type,source_url,source_tier,secondary_sources,space_compute_relevance_score,industry_impact_score,novelty_score,total_score,priority,reason_for_priority,include_in_report,implication,meaning_for_us,next_watch,analyst_note,source_discovery_flag
2026W24-CN-FIN-011,2026-06-08,2026-06-08,China,Financing,AI,知天下（苏州）人工智能科技有限公司,知天下（苏州）人工智能科技有限公司完成天使轮,轮次/类型：天使轮；金额：-；投资方：众合创投,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-FIN-012,2026-06-08,2026-06-08,China,Financing,Chip,苏州中瓷新材料有限公司,苏州中瓷新材料有限公司完成A轮,轮次/类型：A轮；金额：-；投资方：和畅创投，苏州石湖基金,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响高可靠芯片、光互连和算力硬件供应链判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 Chip；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-FIN-013,2026-06-08,2026-06-08,China,Financing,Chip,苏州利亚得智能装备有限公司,苏州利亚得智能装备有限公司完成天使轮,轮次/类型：天使轮；金额：-；投资方：毅达资本,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响高可靠芯片、光互连和算力硬件供应链判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 Chip；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-FIN-014,2026-06-08,2026-06-08,China,Financing,AI,诺鼎先施医疗科技（苏州）有限公司,诺鼎先施医疗科技（苏州）有限公司完成天使轮,轮次/类型：天使轮；金额：数千万元；投资方：嘉御紫牛医疗基金，国经资本，广东横琴泓泉投资合伙企业（有限合伙）,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-001,2026-06-08,2026-06-08,Global,Financing,AI,Alta Ares,Alta Ares完成股权融资,轮次/类型：股权融资；金额：5000万欧元；投资方：Air Street Capital，Cherry Ventures，Harpoon Ventures，OTB Ventures,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-002,2026-06-08,2026-06-08,Global,Financing,AI,BeatpulseLabs,BeatpulseLabs完成Pre-种子轮,轮次/类型：Pre-种子轮；金额：180万美元；投资方：Araya Ventures，Lighthouse Ventures，Alumni Ventures，Avalancha Ventures,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-003,2026-06-08,2026-06-08,Global,Financing,AI,InfoHawk,InfoHawk完成Pre-种子轮,轮次/类型：Pre-种子轮；金额：225万美元；投资方：Moonshots Capital,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-004,2026-06-08,2026-06-08,Global,Financing,Commercial_Space,NewOrbit,NewOrbit完成A轮,轮次/类型：A轮；金额：1850万美元；投资方：Voyager Ventures，Lifeline Ventures，Atlantic.vc，Custos，Illusian，LGF，个人（David Kirk，Lawrence Leuschner）,企查查（境外）,Database,N/A,Manual,,3,4,4,3.50,B,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.50,Brief,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响可用载体、发射/在轨服务和卫星网络资源供给。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 Commercial_Space,
2026W24-GL-FIN-005,2026-06-08,2026-06-08,Global,Financing,AI,PhysicsX,PhysicsX完成C轮,轮次/类型：C轮；金额：3亿美元；投资方：淡马锡，Applied Materials，Atomico，General Catalyst，Intrepid Growth Partners，Siemens Venture Capital，英伟达，M&G Catalyst,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-006,2026-06-08,2026-06-08,Global,Financing,AI,Upriver,Upriver完成种子轮,轮次/类型：种子轮；金额：1400万美元；投资方：Hetz Ventures，Valley Capital Partners,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-POL-001,2026-06-08,2026-06-08,China,Policy,Commercial_Space,江西赛亿新材料,商业航天火箭箭体及发动机增材制造技改项目环评受理,鹰潭市生态环境局拟受理商业航天火箭箭体及火箭发动机增材制造技改项目二期环评，属于商业火箭制造供应链扩产信号。,鹰潭市生态环境局,Official,http://sthjj.yingtan.gov.cn/art/2026/6/8/art_11961_1594373.html,S_Core,,3,4,4,3.80,A,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.80,Yes,政策/采购/监管信号影响太空算力、卫星互联网或 AI 算力基础设施的建设节奏。,影响可用载体、发射/在轨服务和卫星网络资源供给。,跟踪后续公告、监管文件、合同落地或技术验证结果。,来自阶段 1/2 覆盖补扫；用于补足政策/科技公开事件池,Yes
2026W24-CN-POL-002,2026-06-08,2026-06-08,China,Policy,Commercial_Space,海南省发改委,海南自由贸易港商业航天促进条例征求意见,海南就商业航天促进条例征求意见，内容覆盖商业发射计划、发射成本、产业发展、航天数据、航天旅游、财政支持等制度安排。,中国网财经,Official,http://finance.china.com.cn/news/20260608/6311131.shtml,A_Active,,3,4,4,3.80,A,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.80,Yes,政策/采购/监管信号影响太空算力、卫星互联网或 AI 算力基础设施的建设节奏。,影响可用载体、发射/在轨服务和卫星网络资源供给。,跟踪后续公告、监管文件、合同落地或技术验证结果。,来自阶段 1/2 覆盖补扫；用于补足政策/科技公开事件池,Yes
2026W24-CN-POL-003,2026-06-08,2026-06-08,China,Policy,Commercial_Space,中国空间站轻舟货运飞船,轻舟货运飞船发射服务入围候选公示,中国空间站低成本货物运输体系首次公开释放轻舟货运飞船发射服务需求，星河动力、中科宇航、东方空间、蓝箭航天成为候选。,凤凰网科技,Industry_Media,https://tech.ifeng.com/c/8tm0Z8tlaBd,A_Active,,3,4,4,3.50,B,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.50,Brief,政策/采购/监管信号影响太空算力、卫星互联网或 AI 算力基础设施的建设节奏。,影响可用载体、发射/在轨服务和卫星网络资源供给。,跟踪后续公告、监管文件、合同落地或技术验证结果。,来自阶段 1/2 覆盖补扫；用于补足政策/科技公开事件池,Yes
2026W24-US-TEC-001,2026-06-08,2026-06-08,US,Technology,Commercial_Space,SpaceX Falcon 9；Starlink,Falcon 9 助推器第 35 次复用刷新纪录,Space.com 报道 SpaceX 于 6 月 8 日发射 29 颗 Starlink 卫星，B1067 完成第 35 次飞行并刷新助推器复用纪录。,Space.com,Industry_Media,https://www.space.com/space-exploration/launches-spacecraft/spacex-starlink-10-35-b1067-ccsfs-asog,A_Active,,3,4,3,3.30,B,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 3/5；总分 3.30,Brief,技术或任务节点影响星座部署、在轨服务、星上计算或 AI 基础设施路线。,影响可用载体、发射/在轨服务和卫星网络资源供给。,跟踪后续公告、监管文件、合同落地或技术验证结果。,来自阶段 1/2 覆盖补扫；用于补足政策/科技公开事件池,Yes
2026W24-CN-FIN-015,2026-06-09,2026-06-09,China,Financing,Chip,无锡芯时代科技有限公司,无锡芯时代科技有限公司完成天使轮,轮次/类型：天使轮；金额：-；投资方：临芯投资，无锡市产业创新研究院有限责任公司，无锡雪浪科技创业咨询服务有限公司,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响高可靠芯片、光互连和算力硬件供应链判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 Chip；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-FIN-016,2026-06-09,2026-06-09,China,Financing,AI,杭州小荷智能科技有限公司,杭州小荷智能科技有限公司完成A轮,轮次/类型：A轮；金额：-；投资方：中青恒辉,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-FIN-017,2026-06-09,2026-06-09,China,Financing,Chip,深圳松鼠动力有限责任公司,深圳松鼠动力有限责任公司完成Pre-A轮,轮次/类型：Pre-A轮；金额：-；投资方：中科创达，天堂硅谷,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响高可靠芯片、光互连和算力硬件供应链判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 Chip；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-007,2026-06-09,2026-06-09,Global,Financing,Commercial_Space,ICEYE,ICEYE完成F轮,轮次/类型：F轮；金额：超10亿欧元；投资方：泛大西洋资本，Lifeline Ventures，Nokia，TCV，Tesi，Varma Mutual Pension Insurance，卡塔尔投资局，Ilmarinen，Solidium,企查查（境外）,Database,N/A,Manual,,3,4,4,3.50,B,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.50,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响可用载体、发射/在轨服务和卫星网络资源供给。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 Commercial_Space；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-008,2026-06-09,2026-06-09,Global,Financing,Commercial_Space,Isar Aerospace,Isar Aerospace完成D轮,轮次/类型：D轮；金额：2.7亿欧元；投资方：HV Capital，Lakestar，Molten Ventures，UVC Partners，Island Green Capital，KfW Capital,企查查（境外）,Database,N/A,Manual,,3,4,4,3.50,B,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.50,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响可用载体、发射/在轨服务和卫星网络资源供给。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 Commercial_Space；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-009,2026-06-09,2026-06-09,Global,Financing,AI,Mesoware,Mesoware完成Pre-种子轮,轮次/类型：Pre-种子轮；金额：150万美元；投资方：Pillar VC,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-010,2026-06-09,2026-06-09,Global,Financing,Chip;AI,Neura AI,Neura AI完成战略融资,轮次/类型：战略融资；金额：-；投资方：Animoca Brands，Basics Capital，Kinetic Kollective，Mario Nawfal，TBV，个人（Ne-Yo）,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响高可靠芯片、光互连和算力硬件供应链判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 Chip;AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-011,2026-06-09,2026-06-09,Global,Financing,AI,Sandstone,Sandstone完成A轮,轮次/类型：A轮；金额：3000万美元；投资方：光速全球，红杉基金,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-GL-FIN-012,2026-06-09,2026-06-09,Global,Financing,AI,Stepful,Stepful完成C轮,轮次/类型：C轮；金额：5500万美元；投资方：Oak HC/FT，Citi Ventures，Foresite Capital，Hearst Ventures，Intermountain Healthcare，SemperVirens Venture Capital，Y Combinator,企查查（境外）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境外清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-POL-004,2026-06-09,2026-06-09,China,Policy,Commercial_Space,宁波商业航天产业基地,宁波商业航天产业基地工程勘察设计招标,浙江省公共资源交易平台披露宁波商业航天产业基地陆上产业区工程勘察设计招标，显示地方商业航天产业基地进入工程化推进。,浙江省公共资源交易服务平台,Official,https://ggzy.zj.gov.cn/jyxxgk/002001/002001001/20260609/0f75824b-2e32-4f35-8817-054b940b60b4.html,S_Core,,3,4,4,3.80,A,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.80,Yes,政策/采购/监管信号影响太空算力、卫星互联网或 AI 算力基础设施的建设节奏。,影响可用载体、发射/在轨服务和卫星网络资源供给。,跟踪后续公告、监管文件、合同落地或技术验证结果。,来自阶段 1/2 覆盖补扫；用于补足政策/科技公开事件池,Yes
2026W24-CN-TEC-001,2026-06-09,2026-06-09,China,Technology,Commercial_Space,垣信卫星；中国移动,垣信卫星与中国移动手机直连卫星发射,工信部移动端页面显示，垣信卫星与中国移动手机直连卫星成功发射，属于中国卫星互联网与 D2D 通信链路进展。,工业和信息化部,Official,https://wap.miit.gov.cn/jgsj/wgj/gzdt/art/2026/art_047c93af39774b978f0a21cf420b9568.html,S_Core,,3,4,3,3.30,B,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 3/5；总分 3.30,Brief,技术或任务节点影响星座部署、在轨服务、星上计算或 AI 基础设施路线。,影响可用载体、发射/在轨服务和卫星网络资源供给。,跟踪后续公告、监管文件、合同落地或技术验证结果。,来自 Pass A 核心候选落盘；阶段 3 校准日期、主来源和去重,
2026W24-CN-TEC-002,2026-06-09,2026-06-09,China,Technology,AI,深圳大学计算机与软件学院,深圳大学采购 GPU 计算机时服务,深圳大学披露 GPU 计算机时服务采购，包含 NVIDIA A800 与 4090 卡时，用于多模态具身感知与灵巧操作算法实验。,深圳大学招投标管理中心,Official,https://bidding.szu.edu.cn/info/1023/355249.htm,A_Active,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Brief,技术或任务节点影响星座部署、在轨服务、星上计算或 AI 基础设施路线。,影响 AI 算力基础设施和政策环境判断。,跟踪后续公告、监管文件、合同落地或技术验证结果。,来自阶段 1/2 覆盖补扫；用于补足政策/科技公开事件池,Yes
2026W24-CN-FIN-018,2026-06-10,2026-06-10,China,Financing,Commercial_Space,上海箭启科技有限公司,上海箭启科技有限公司完成天使轮,轮次/类型：天使轮；金额：-；投资方：川翔资本，宁波乾元启辰自有资金投资合伙企业（有限合伙）,企查查（境内）,Database,N/A,Manual,,3,4,4,3.50,B,阶段 4 初评：相关性 3/5、影响 4/5、新颖性 4/5；总分 3.50,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响可用载体、发射/在轨服务和卫星网络资源供给。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 Commercial_Space；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-FIN-019,2026-06-10,2026-06-10,China,Financing,AI,北京中科量枢科技有限公司,北京中科量枢科技有限公司完成天使轮,轮次/类型：天使轮；金额：-；投资方：知壹投资，普华资本，常盛投资,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
2026W24-CN-FIN-020,2026-06-10,2026-06-10,China,Financing,AI,北京千诀科技有限公司,北京千诀科技有限公司完成A轮,轮次/类型：A轮；金额：数亿元；投资方：京铭资本，仁爱资本，元禾厚望，南京市创新投资集团，尚势资本，山东新动能基金，山东财金资本，玄素投资，芯能创投，英诺基金,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Brief,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 AI,
2026W24-CN-FIN-021,2026-06-10,2026-06-10,China,Financing,AI,北京维度跳跃者科技有限公司,北京维度跳跃者科技有限公司完成Pre-A轮,轮次/类型：Pre-A轮；金额：-；投资方：初心资本，联想创投，金沙江创投，锦秋基金,企查查（境内）,Database,N/A,Manual,,2,4,4,3.00,B,阶段 4 初评：相关性 2/5、影响 4/5、新颖性 4/5；总分 3.00,Database_Only,融资事件反映芯片、商业航天或 AI 算力链条的资本配置方向。,影响 AI 算力基础设施和政策环境判断。,补公开公告、公司官网或融资报道验证金额和投资方。,来自企查查境内清单 + 行业归属类别：通过筛选：命中 AI；Stage4: financing compressed by 30% main-text cap,
